"id","Chance of Admit"
1,0.805164453993041
2,0.657713148516274
3,0.641181391137316
4,0.642213186203749
5,0.710969611943021
6,0.733260878129434
7,0.694102105853549
8,0.955336801840692
9,0.962818747285408
10,0.489789467650492
11,0.72445712160711
12,0.929326013993552
13,0.953370826528689
14,0.852716418212991
15,0.542495728087079
16,0.506777327789296
17,0.646753174903706
18,0.838513114095131
19,0.93015471639395
20,0.721971112634873
21,0.497913195714253
22,0.438443910539163
23,0.613199321422039
24,0.647319550778548
25,0.778212106845479
26,0.860777872548846
27,0.887043857916118
28,0.789934332054027
29,0.505074599190164
30,0.644247875143667
31,0.960667092114206
32,0.931375425376998
33,0.650915511320658
34,0.760652834190628
35,0.667956938968289
36,0.525780692658495
37,0.626178555726934
38,0.93358599344619
39,0.682693884484843
40,0.772111329614817
41,0.692393749736751
42,0.484607684117914
43,0.643005259179992
44,0.696726714258519
45,0.880563838975219
46,0.777563777748146
47,0.89198039841912
48,0.665563675376607
49,0.828500541683904
50,0.672896840301208
51,0.623486442763822
52,0.608206879345888
53,0.781337020678332
54,0.658218934455145
55,0.788103326656604
56,0.773212856725435
57,0.641544130652016
58,0.564464030629612
59,0.680543362657515
60,0.856688474018672
61,0.738415503656926
62,0.949625601168282
63,0.619499288021405
64,0.617866881116225
65,0.822890404273025
66,0.844571480623341
67,0.965371174654267
68,0.922694356968329
69,0.860231089784531
70,0.824854548786415
71,0.68607202991739
72,0.553374929003382
73,0.803956073993271
74,0.877320449074
75,0.853386171219463
76,0.85644205046287
77,0.536928921565967
78,0.527466384943999
79,0.785744084645575
80,0.80179944157679
81,0.826892811712808
82,0.688678722249816
83,0.676181353800373
84,0.790816863528856
85,0.725483880032337
86,0.825839109665748
87,0.784303682572
88,0.89063704850477
89,0.550292648605557
90,0.643593871346316
91,0.701250047002307
92,0.88145745828448
93,0.701502145258127
94,0.725280893944582
95,0.746266842899602
96,0.819048126753392
97,0.753459248282002
98,0.578154518032133
99,0.560043591945968
100,0.760204451312665
101,0.778754288857723
102,0.672949051733585
103,0.599552164909285
104,0.645210152549166
105,0.527172350707891
106,0.775238074246284
107,0.738854415115819
108,0.742771401924915
109,0.770981891512698
110,0.515773156888473
111,0.782724513864791
112,0.58711408585104
113,0.520230165600345
114,0.649786073218539
115,0.910652508751597
116,0.760464143006589
117,0.844545776923662
118,0.601227581742701
119,0.620623051423506
120,0.825797126503108
121,0.736564207694237
122,0.467417428767814
123,0.477971747302152
124,0.745773995787998
125,0.911615860105043
126,0.651665930445115
127,0.609774424873881
128,0.615909390886096
129,0.793825132091957
130,0.949063719467232
131,0.74076842069555
132,0.661684070978081
133,0.617663090995451
134,0.873311870422443
135,0.866337871026066
136,0.618348426010146
137,0.536260301903369
138,0.478068316389891
139,0.871358545055249
140,0.763740044651379
141,0.465795626625579
142,0.63057027938606
143,0.744043839268853
144,0.63995928724479
145,0.617461508166498
146,0.607313260036627
147,0.826390493182135
148,0.548980677090904
149,0.988956785165244
